Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
1,15,1,5,1,14,1,1,1,5,11,1,0,0,1,0,0,19,0,2,7,11,6,12,0,5,9,9,8,12.75,0,16.2,0.3,-0.92
1,1,3,12,1,1,3,2,3,6,3,1,0,0,1,0,0,19,1,0,7,9,5,12.32,0,0,7,9,5,11.9,0,12.4,0.5,1.79
1,12,1,13,1,1,1,22,27,10,9,1,0,0,1,0,1,36,0,0,7,11,6,12.35,0,0,7,12,5,12.5,0,8.9,1.4,3.51
1,12,1,6,1,9,1,22,27,11,10,0,0,0,1,1,0,51,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79
1,1,3,14,1,1,1,1,14,6,6,1,0,0,1,1,1,20,0,0,6,7,6,11.33333333,0,0,6,10,4,10.57142857,0,10.8,1.4,1.74
1,12,1,3,0,13,1,1,1,5,5,0,0,1,0,1,0,29,0,0,6,6,0,0,0,0,5,5,0,0,0,8.9,1.4,3.51
1,15,1,10,1,14,1,1,14,5,6,0,0,1,0,1,0,27,0,3,6,8,5,11.6,0,2,6,9,5,12,0,13.9,-0.3,0.79
1,12,1,7,1,1,1,13,27,10,5,1,0,0,1,1,0,33,0,0,5,10,4,12,0,0,5,8,3,13.66666667,1,7.6,2.6,0.32
2,2,1,9,1,2,1,22,27,10,10,0,0,0,0,1,0,57,0,12,15,17,12,11.75,0,9,14,16,9,12.22222222,0,9.4,-0.8,-3.12
1,1,1,14,1,1,1,4,2,15,17,1,0,0,1,1,0,20,0,0,6,8,5,12.8,0,0,6,10,5,11.6,0,13.9,-0.3,0.79
1,12,1,14,1,1,1,1,1,5,5,0,0,0,1,1,0,26,0,0,5,7,3,11.33333333,0,0,5,7,3,13.66666667,0,9.4,-0.8,-3.12
1,14,1,7,1,1,1,1,1,10,3,0,0,1,0,1,0,27,0,0,5,5,0,0,0,0,5,7,0,0,0,13.9,-0.3,0.79
1,1,1,14,1,1,1,1,27,5,10,0,0,0,1,1,0,19,0,0,5,5,5,10.8,0,0,5,5,4,12.25,0,9.4,-0.8,-3.12
1,15,1,6,1,14,1,10,28,5,9,1,0,0,1,1,0,23,0,1,6,10,5,12.5,0,1,6,8,2,13.5,0,12.4,0.5,1.79
1,12,1,17,0,1,1,13,28,6,6,0,0,0,1,1,0,27,0,0,5,5,5,15.2,0,0,5,6,5,14.16666667,0,10.8,1.4,1.74
1,1,6,12,1,1,1,13,27,4,6,1,0,1,1,1,1,20,0,0,7,7,7,13.31428571,0,0,8,8,8,12.575,0,12.4,0.5,1.79
1,9,1,5,1,1,1,23,28,8,6,0,0,0,1,0,1,19,0,6,12,12,11,13.09090909,0,5,11,12,11,12.08333333,0,10.8,1.4,1.74
1,1,1,8,1,1,1,3,14,3,10,1,0,1,0,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02
1,1,1,5,1,1,1,22,14,10,4,1,0,0,1,0,0,20,0,0,6,8,5,12.2,0,0,6,6,6,11.5,0,16.2,0.3,-0.92
2,4,1,9,1,3,1,13,1,10,10,0,0,0,1,0,0,33,0,5,8,10,6,12.83333333,0,2,5,8,4,12,0,11.1,0.6,2.02
1,14,1,17,0,1,1,22,27,10,10,1,0,0,1,0,0,22,0,9,15,17,15,11.2,0,9,14,15,14,12.42857143,0,7.6,2.6,0.32
1,1,6,9,1,1,1,13,10,5,5,1,0,0,1,0,0,18,0,0,5,8,3,12.33333333,0,0,5,7,4,12,0,7.6,2.6,0.32
5,12,1,12,1,3,1,22,28,10,10,0,0,0,1,0,0,27,0,0,8,8,7,15.94285714,0,0,8,8,7,15.94285714,0,12.7,3.7,-1.7
1,12,1,17,0,1,1,22,27,10,8,0,0,0,1,0,0,27,0,0,5,0,0,0,0,0,5,0,0,0,0,15.5,2.8,-4.06
1,1,1,10,1,1,1,22,27,10,10,1,0,0,1,0,0,19,0,0,6,10,4,10.25,0,0,6,8,6,10.71428571,0,11.1,0.6,2.02
1,8,1,16,1,1,1,23,28,10,8,1,0,0,1,0,1,20,0,0,6,10,5,13.2,0,0,6,12,5,12.83333333,0,9.4,-0.8,-3.12
1,1,1,3,0,1,1,23,14,7,11,0,0,0,1,0,1,23,0,0,6,6,6,14.16666667,0,0,6,6,6,12.5,0,12.7,3.7,-1.7
1,14,1,12,1,1,1,17,28,12,4,1,0,0,1,0,1,22,0,18,23,23,20,14.575,3,18,23,23,20,14.575,3,7.6,2.6,0.32
1,8,2,11,1,1,1,13,14,8,8,1,0,0,1,0,1,18,0,0,6,9,1,10,1,0,6,6,0,0,0,12.7,3.7,-1.7
1,1,4,10,1,1,1,13,28,10,10,0,0,0,1,0,1,18,0,0,6,7,6,12.28571429,0,0,6,8,6,11.42857143,0,12.4,0.5,1.79
1,12,1,3,0,1,1,23,28,10,10,0,0,0,1,0,1,31,0,0,6,6,6,14,0,0,6,6,6,12.33333333,0,10.8,1.4,1.74
1,8,4,15,1,1,1,23,14,10,10,0,0,0,1,0,0,19,0,0,6,8,4,11.25,0,0,6,0,0,0,0,15.5,2.8,-4.06
1,1,1,10,1,1,1,22,27,10,10,1,0,0,1,0,0,19,0,0,6,11,5,11.6,0,0,6,11,6,11.66666667,0,7.6,2.6,0.32
1,8,1,3,0,1,1,13,27,5,8,0,0,0,1,0,0,24,0,0,6,12,1,12,0,0,6,12,0,0,0,10.8,1.4,1.74
1,1,1,12,1,1,1,23,14,4,11,0,0,0,1,0,0,19,0,0,7,10,7,13.47,0,0,8,8,8,13.32625,0,15.5,2.8,-4.06
1,8,4,9,1,1,1,1,1,5,6,1,0,0,1,0,0,19,0,0,5,6,5,12.4,0,0,5,5,5,12.8,0,7.6,2.6,0.32
1,12,1,14,1,1,1,22,27,10,10,1,0,0,0,0,0,26,0,0,6,9,3,11.75,0,0,6,11,4,11.5,3,16.2,0.3,-0.92
1,1,1,2,1,1,14,22,27,10,10,1,0,1,0,1,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32
1,8,4,10,1,1,1,13,14,5,8,1,0,0,1,0,0,19,0,0,6,7,6,12,0,0,6,7,6,12.42857143,0,11.1,0.6,2.02
2,12,1,6,1,1,1,13,14,2,5,0,0,0,1,0,0,29,0,0,5,8,5,15.33333333,2,0,5,6,5,15.4,0,9.4,-0.8,-3.12
1,1,6,12,1,1,1,1,28,5,6,1,0,0,1,0,1,18,0,0,8,8,8,12.32,0,0,8,8,8,12.32,0,9.4,-0.8,-3.12
1,1,1,12,1,1,1,1,14,10,11,1,0,0,1,0,0,19,0,0,7,7,7,13.79857143,0,0,8,8,8,14.75625,0,11.1,0.6,2.02
1,1,5,15,1,1,1,23,1,5,6,1,0,0,1,0,0,18,0,0,6,6,6,13.16666667,0,0,6,6,6,12.5,0,15.5,2.8,-4.06
1,1,1,9,1,1,1,1,28,4,10,0,0,0,1,0,1,18,0,0,5,6,5,16.33333333,0,0,5,5,5,15.4,0,15.5,2.8,-4.06
1,13,1,2,1,1,1,1,1,2,5,1,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7
1,8,4,12,1,1,1,4,4,5,5,1,0,0,1,0,0,19,0,0,7,7,7,14.75714286,0,0,8,9,8,15.36666667,0,12.4,0.5,1.79
1,8,4,11,1,1,1,1,1,5,5,1,0,0,1,0,0,19,0,0,6,7,6,11.66666667,0,0,6,6,6,12.33333333,0,13.9,-0.3,0.79
1,1,1,14,1,1,1,3,28,3,10,1,0,0,1,0,0,19,0,0,6,7,5,12.6,0,0,6,10,5,12.375,0,10.8,1.4,1.74
1,1,1,15,1,1,1,1,14,10,8,0,0,0,1,0,0,19,0,0,6,6,6,11.66666667,0,0,6,6,6,11.5,0,12.7,3.7,-1.7
1,1,1,10,1,1,1,13,28,6,9,0,0,0,1,0,1,19,0,0,6,6,6,15,0,0,6,6,6,13.33333333,0,8.9,1.4,3.51
1,1,5,12,1,1,1,22,27,8,10,1,0,1,0,0,0,18,0,0,7,0,0,0,0,0,8,0,0,0,0,9.4,-0.8,-3.12
1,1,4,15,1,1,1,13,14,10,8,1,0,0,1,0,0,20,0,0,6,7,6,13.57142857,0,0,6,6,6,13.33333333,0,13.9,-0.3,0.79
1,8,1,11,1,1,1,13,14,4,11,0,0,0,1,0,0,20,0,0,6,8,5,10.8,0,0,6,9,4,11.5,0,9.4,-0.8,-3.12
1,1,1,6,1,1,1,23,27,2,2,1,0,0,1,0,0,21,0,0,5,8,3,11.33333333,1,0,5,8,3,13.33333333,0,12.7,3.7,-1.7
2,1,1,17,0,2,1,22,27,7,4,0,0,0,1,0,0,31,0,4,10,16,5,11.4,0,4,10,10,6,12.83333333,0,9.4,-0.8,-3.12
1,1,1,13,1,1,1,22,28,8,10,0,0,0,1,0,1,20,0,0,7,14,7,10.64285714,0,0,8,8,8,11.55,0,12.7,3.7,-1.7
1,8,5,14,1,1,1,13,21,8,8,1,0,0,1,0,1,19,0,0,5,8,3,10.5,0,0,5,6,4,11.75,1,7.6,2.6,0.32
1,1,1,12,1,1,1,23,28,10,10,1,0,0,1,0,0,18,0,0,7,7,6,14.65,0,0,7,7,6,14.65,0,7.6,2.6,0.32
1,8,3,12,1,1,1,13,27,8,8,1,0,0,1,0,1,19,0,0,7,7,7,13.71428571,0,0,8,11,8,14.86363636,0,16.2,0.3,-0.92
1,14,1,10,1,1,1,19,24,1,1,0,0,0,1,0,0,30,0,9,16,19,15,12.26666667,0,11,13,14,13,12.07142857,0,9.4,-0.8,-3.12
1,8,1,10,1,1,1,22,14,10,9,1,0,0,1,0,0,21,0,0,6,11,6,10.375,0,0,6,12,3,11.66666667,0,12.7,3.7,-1.7
1,9,1,9,1,1,1,13,14,10,6,1,0,0,1,0,0,19,0,0,5,8,5,11,0,0,5,6,5,15.4,0,12.4,0.5,1.79
1,1,6,9,1,1,1,1,27,5,10,1,0,1,1,0,0,22,0,0,5,5,5,13.8,0,0,5,5,5,13,0,7.6,2.6,0.32
1,1,1,15,1,1,1,1,28,5,10,0,0,0,1,0,1,18,0,0,6,6,6,12.66666667,0,0,6,6,6,12.83333333,0,11.1,0.6,2.02
1,8,1,10,1,1,1,3,1,4,5,1,0,0,1,0,0,18,0,0,6,8,6,11.75,0,0,6,10,5,12,0,12.7,3.7,-1.7
1,1,3,12,1,1,1,23,28,10,9,1,0,0,1,0,1,19,0,0,8,8,7,12.78571429,0,0,8,8,7,12.78571429,0,12.7,3.7,-1.7
1,1,1,8,1,1,1,3,1,3,5,1,0,0,1,0,0,18,0,0,6,11,6,14.44444444,0,0,6,6,6,13.33333333,0,16.2,0.3,-0.92
1,1,6,12,1,1,1,1,1,5,5,1,0,0,1,0,0,21,0,0,7,8,6,13.25,0,0,8,8,8,13.8375,0,13.9,-0.3,0.79
1,8,1,12,1,1,1,2,28,3,11,1,0,0,1,0,0,18,0,0,7,9,7,12.50625,0,0,8,15,5,13.2,0,13.9,-0.3,0.79
1,1,1,2,1,1,1,1,30,5,4,1,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02
1,1,1,6,1,1,1,23,27,10,8,1,0,0,1,0,0,18,0,0,5,8,4,12.75,1,0,5,10,4,11.75,0,12.7,3.7,-1.7
1,12,1,6,1,3,1,2,3,5,8,1,0,0,1,0,0,25,0,1,6,7,6,16.85714286,0,1,6,6,6,16.5,0,13.9,-0.3,0.79
1,1,1,15,1,1,1,13,14,5,4,0,0,0,1,0,0,19,0,0,6,6,6,13.16666667,0,0,6,6,6,15,0,16.2,0.3,-0.92
1,1,1,16,1,1,1,13,28,3,8,1,0,0,1,0,1,19,0,0,6,9,5,12.2,0,0,6,10,4,11.5,0,7.6,2.6,0.32
1,12,1,6,1,1,1,13,1,10,11,1,0,0,1,0,0,26,0,0,6,7,6,16.5,0,0,6,8,6,14.28571429,0,8.9,1.4,3.51
1,8,2,9,1,1,1,1,14,5,6,1,0,0,1,0,0,21,0,0,5,10,4,11.75,0,0,5,6,5,11.6,0,12.4,0.5,1.79
1,1,1,9,1,1,1,23,28,3,10,0,0,0,1,0,0,19,0,0,5,14,1,11,0,0,5,6,0,0,0,13.9,-0.3,0.79
1,8,1,12,1,1,1,22,27,10,10,0,0,0,1,0,1,19,0,0,8,8,7,15.11428571,0,0,8,8,7,15.11428571,0,12.7,3.7,-1.7
1,1,1,10,1,1,1,22,28,10,9,1,0,0,1,0,1,18,0,0,6,8,6,15.5,0,0,6,7,6,14.28571429,0,16.2,0.3,-0.92
2,14,1,17,0,1,1,22,27,10,8,0,0,0,1,0,1,32,0,3,10,12,7,11.14285714,0,4,10,10,8,12,0,10.8,1.4,1.74
1,1,1,10,1,1,1,3,1,6,6,0,0,0,1,0,1,18,0,0,6,6,6,11.33333333,0,0,6,8,6,11.33333333,0,15.5,2.8,-4.06
1,1,5,12,1,1,1,1,1,4,5,0,0,0,1,0,0,20,0,0,7,9,5,12.04,0,0,7,9,6,11.77142857,0,12.4,0.5,1.79
1,8,3,9,1,1,1,23,14,8,8,0,0,0,1,0,0,20,0,0,5,7,5,11.16666667,0,0,5,9,4,10.75,0,15.5,2.8,-4.06
4,12,1,14,1,1,1,22,27,5,11,0,0,1,1,0,1,39,0,0,5,6,5,10.6,0,0,5,7,4,10.75,0,9.4,-0.8,-3.12
1,1,1,8,1,1,1,1,1,10,10,1,0,0,1,0,0,20,0,0,5,10,4,12.5,0,0,5,12,2,13,0,12.7,3.7,-1.7
1,1,1,2,1,1,1,3,1,5,5,1,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79
1,8,1,15,1,1,1,2,1,15,26,0,0,1,1,0,1,18,0,0,6,6,6,15.66666667,0,0,6,6,6,13.83333333,0,8.9,1.4,3.51
1,1,1,2,1,1,1,3,3,3,3,1,0,0,1,0,0,21,0,6,12,12,12,15.33333333,0,4,11,15,11,15,0,8.9,1.4,3.51
1,1,5,12,1,1,1,1,1,4,9,1,0,0,1,0,0,18,0,0,7,9,6,12.18333333,0,0,7,9,6,11.78333333,0,16.2,0.3,-0.92
1,1,2,9,1,1,1,22,27,10,10,0,0,0,1,0,0,18,0,0,5,8,2,10,0,0,5,9,3,11.33333333,0,7.6,2.6,0.32
1,14,1,4,1,1,1,1,28,5,8,1,0,0,1,0,0,21,0,9,14,23,9,12,2,6,12,21,8,11.25,0,15.5,2.8,-4.06
1,1,1,9,1,1,1,13,14,6,6,1,0,0,1,0,0,22,0,0,5,8,3,10.33333333,0,0,5,11,2,10,0,7.6,2.6,0.32
1,8,1,11,1,1,1,1,1,5,5,1,0,0,1,1,0,21,0,0,6,11,6,11.16666667,0,0,6,14,3,14.66666667,0,7.6,2.6,0.32
1,14,1,5,1,1,1,13,14,10,10,1,0,0,1,1,1,20,0,0,6,8,3,11,0,0,6,8,2,11.33333333,0,10.8,1.4,1.74
1,1,2,2,1,1,1,23,14,10,10,1,0,0,1,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74
1,1,1,11,1,1,14,1,1,10,10,1,0,0,1,0,1,20,1,0,6,7,6,12.85714286,0,0,6,8,5,11.8,0,8.9,1.4,3.51
1,1,4,12,1,1,1,13,28,10,10,1,0,0,1,0,0,19,0,0,8,8,7,14.32857143,0,0,8,8,7,14.32857143,0,10.8,1.4,1.74
1,1,1,10,1,1,1,1,28,6,8,0,0,0,1,0,1,20,0,0,6,7,6,15,0,0,6,6,6,16.33333333,0,13.9,-0.3,0.79
1,1,1,6,1,1,1,13,27,10,10,1,0,0,1,0,0,19,0,0,5,9,5,13.6,1,0,5,5,5,12.4,0,12.7,3.7,-1.7
1,1,1,6,1,1,1,1,1,3,8,1,0,0,1,0,1,18,0,0,5,12,5,12.85714286,2,0,5,8,4,13.25,0,9.4,-0.8,-3.12
1,8,2,16,1,1,1,3,1,3,4,1,0,0,1,0,0,18,0,0,6,7,2,14.5,0,0,6,6,1,10,0,15.5,2.8,-4.06
